Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2012,870,Melbourne (Remainder),0,0,0,0,"1,091",0,0,0,0,0,"5,838",0,0,0,0,0,0,20,0,0,"7,603"
2012,871,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
2012,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,902,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2012,903,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2012,904,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
2012,905,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,906,Parkville,0,0,0,0,195,0,0,0,5,26,0,0,72,0,0,0,0,0,0,0,499
2012,907,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,908,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2012,909,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2012,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,914,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2012,915,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2012,916,Parkville,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2012,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,920,Parkville,0,0,0,0,0,0,0,0,0,65,"9,995",0,0,10,0,0,0,26,0,0,"10,775"
2012,921,Parkville,0,0,0,0,66,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,810
2012,922,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,40
2012,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,925,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,927,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,928,Parkville,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,375
2012,929,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,171"
2012,930,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,632"
2012,931,Parkville,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
2012,932,Parkville,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,21,0,0,"4,653"
2012,1001,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,732
2012,1002,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1004,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,341
2012,1005,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,287
2012,1006,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,162,0,340,"3,316","4,093"
2012,1007,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,910
2012,1009,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,790
2012,1012,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,27,56,463
2012,1013,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2012,1014,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,93
2012,1015,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,20,113
2012,1016,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1101,Docklands,0,0,0,3,0,0,0,0,0,228,0,0,0,234,0,0,6,796,494,0,"3,166"
2012,1102,Docklands,0,0,0,0,227,0,0,0,0,13,0,304,0,21,0,14,0,0,796,0,"1,403"
2012,1103,Docklands,0,82,0,810,0,0,0,0,0,"1,473",0,655,0,13,0,0,0,17,0,0,"3,446"
2012,1104,Docklands,0,10,0,10,110,0,0,0,0,48,0,0,6,7,0,22,0,7,0,0,247
2012,1105,Docklands,0,0,0,0,"1,236",0,0,0,"3,343",102,34,0,0,3,768,0,0,0,0,0,"8,181"
2012,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1107,Docklands,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2012,1108,Docklands,0,334,0,35,0,0,0,0,"8,390",379,91,0,0,107,0,28,0,823,38,0,"12,332"
2012,1109,Docklands,30,112,0,0,256,53,29,0,91,380,23,42,0,12,10,58,0,65,107,33,"1,312"
2012,1110,Docklands,0,0,0,106,0,65,0,0,0,190,0,0,0,14,0,0,0,830,0,0,"2,962"
2012,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
2012,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2012,2381,North Melbourne,0,0,0,0,56,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,196
2012,2382,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2012,2383,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,16,0,118,0,0,0,0,0,258
2012,2384,North Melbourne,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
2012,2385,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,188
2012,2386,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2387,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,228
2010,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2388,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2012,2389,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2390,North Melbourne,0,79,0,0,64,26,0,0,0,0,0,0,53,0,0,0,0,0,0,31,317
2012,2391,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2392,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,40
2012,2501,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012,2502,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2503,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2506,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2509,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2012,2511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2012,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2519,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2520,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2012,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2523,Kensington,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,28
2012,2524,Kensington,0,0,0,0,0,0,0,0,0,45,7,0,0,24,0,0,0,44,0,0,149
2012,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2527,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2528,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2012,2531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
2012,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,96
2012,2534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2012,2535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2538,Kensington,0,0,0,0,0,12,20,0,0,0,0,0,0,11,0,0,0,12,0,0,93
2012,2539,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2540,Kensington,0,0,0,0,44,0,0,0,0,0,12,0,23,0,0,0,0,11,0,0,124
2012,2541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012,2545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,59
2012,2546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19
2012,2547,Kensington,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
2012,2548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,Melbourne (CBD),0,0,0,19,0,0,0,0,0,40,0,0,0,13,0,0,0,14,0,0,228
2011,2,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2011,4,Melbourne (CBD),0,0,0,45,0,0,0,0,0,73,0,0,0,13,0,0,0,43,243,0,436
2011,5,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19
2011,6,Melbourne (CBD),0,0,0,328,0,0,0,0,0,318,0,0,0,0,0,0,0,18,9,0,"1,232"
2011,11,Melbourne (CBD),194,0,0,0,109,0,0,0,0,63,164,9,0,63,0,0,0,0,32,0,740
2011,12,Melbourne (CBD),96,"1,959",0,0,"1,453",515,130,0,"1,104",169,0,522,0,13,0,0,0,13,0,0,"6,611"
2011,13,Melbourne (CBD),0,62,133,0,523,0,29,861,62,41,0,90,0,35,0,30,0,34,0,0,"2,044"
2011,14,Melbourne (CBD),139,195,0,0,435,0,269,0,151,339,78,129,0,62,0,54,0,68,0,16,"2,208"
2011,15,Melbourne (CBD),102,55,0,78,180,0,185,0,213,587,81,67,70,161,0,0,0,309,0,15,"2,114"
2011,16,Melbourne (CBD),0,19,0,133,225,0,0,0,0,155,0,0,0,131,0,46,0,62,0,0,926
2011,17,Melbourne (CBD),0,0,0,2,"1,103",0,92,0,38,295,0,0,0,7,0,54,0,38,0,0,"1,990"
2011,18,Melbourne (CBD),110,0,0,0,"1,894",0,0,0,816,210,0,0,0,23,0,0,0,150,0,0,"4,658"
2011,21,Melbourne (CBD),0,0,0,0,0,0,0,0,0,23,0,0,0,254,628,0,0,0,0,0,"4,377"
2011,22,Melbourne (CBD),0,480,28,58,"3,540",49,0,73,454,195,0,840,34,49,205,104,0,47,90,0,"6,430"
2011,23,Melbourne (CBD),0,166,210,20,872,0,39,0,938,101,41,712,0,71,0,41,0,30,0,0,"3,385"
2011,24,Melbourne (CBD),0,497,0,0,"2,053",67,167,0,"1,167",113,42,973,13,79,0,204,0,48,33,0,"6,043"
2011,25,Melbourne (CBD),71,292,0,14,472,0,293,0,374,201,57,0,40,172,150,0,0,393,0,72,"4,143"
2011,26,Melbourne (CBD),0,0,0,0,"1,881",0,0,22,25,120,40,0,0,31,0,0,0,91,0,0,"2,685"
2011,27,Melbourne (CBD),0,62,0,0,"1,567",62,0,0,"2,399",281,50,77,14,137,0,0,0,158,0,0,"5,373"
2011,28,Melbourne (CBD),0,188,0,0,401,0,0,0,"1,963",152,136,0,21,59,"1,854",57,0,135,0,0,"7,812"
2011,31,Melbourne (CBD),0,683,0,0,139,0,0,0,"1,853",161,126,0,0,52,0,0,0,49,0,40,"4,684"
2011,32,Melbourne (CBD),0,469,51,0,"1,755",0,24,0,987,184,113,49,0,29,130,288,0,40,556,334,"5,104"
2011,33,Melbourne (CBD),49,366,0,0,957,21,282,0,340,251,63,25,0,248,0,16,0,67,29,0,"2,732"
2011,34,Melbourne (CBD),0,777,27,0,979,0,91,0,"5,725",133,49,36,45,166,0,168,0,145,27,70,"8,510"
2011,35,Melbourne (CBD),0,97,0,13,183,17,54,0,25,317,289,325,215,111,0,8,0,822,0,84,"2,780"
2011,36,Melbourne (CBD),125,14,0,0,148,0,0,0,0,174,17,0,4,61,0,0,0,85,0,0,828
2011,37,Melbourne (CBD),133,55,207,0,867,0,0,0,"1,746",120,47,93,244,45,"2,213",103,0,73,0,0,"6,439"
2011,210,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,38,Melbourne (CBD),0,137,0,0,643,40,117,0,"1,052",300,377,28,108,165,0,19,0,43,0,0,"3,170"
2011,41,Melbourne (CBD),88,56,0,0,517,0,0,0,167,148,0,0,0,29,0,0,0,0,358,0,"2,109"
2011,42,Melbourne (CBD),0,181,31,29,"1,054",0,246,611,"1,090",75,44,318,185,92,503,94,0,17,138,29,"4,741"
2011,43,Melbourne (CBD),0,563,0,0,"2,589",60,232,0,755,158,0,0,24,187,111,195,0,29,110,0,"5,594"
2011,44,Melbourne (CBD),0,81,0,0,759,13,101,0,"2,131",284,117,0,24,52,19,123,0,212,0,0,"4,496"
2011,45,Melbourne (CBD),0,4,0,41,58,0,122,0,41,292,0,0,34,50,0,0,0,"1,226",0,0,"1,919"
2011,46,Melbourne (CBD),0,71,0,15,89,0,362,0,0,351,93,77,0,78,0,8,0,205,0,0,"2,237"
2011,47,Melbourne (CBD),102,0,0,0,0,0,13,0,0,238,59,0,0,198,"4,687",0,0,92,0,0,"7,698"
2011,48,Melbourne (CBD),0,32,0,0,358,0,0,0,89,266,131,0,0,110,0,28,0,129,0,0,"1,463"
2011,51,Melbourne (CBD),0,0,0,0,417,0,0,0,0,172,0,0,0,15,146,0,0,15,0,0,"5,304"
2011,52,Melbourne (CBD),0,158,0,0,"4,378",0,218,0,"3,161",210,8,288,0,94,550,194,0,45,0,0,"9,398"
2011,53,Melbourne (CBD),124,70,0,0,"1,066",49,78,0,"3,595",204,68,73,14,191,33,23,0,20,0,27,"5,649"
2011,54,Melbourne (CBD),0,98,0,0,561,0,32,0,107,219,122,82,13,128,0,0,0,274,0,0,"1,762"
2011,55,Melbourne (CBD),0,25,0,0,62,0,0,0,0,107,0,0,0,15,0,0,0,"1,879",0,0,"2,323"
2011,56,Melbourne (CBD),0,95,0,16,241,0,113,0,46,426,16,107,22,36,0,0,0,572,0,0,"1,697"
2011,57,Melbourne (CBD),0,13,0,0,193,0,37,0,12,601,29,23,0,136,0,30,0,107,0,0,"1,284"
2011,58,Melbourne (CBD),172,0,0,0,163,0,0,0,0,566,0,0,14,26,0,0,0,57,0,0,"1,550"
2011,61,Melbourne (CBD),39,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,398
2011,62,Melbourne (CBD),0,0,0,0,"1,484",0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,"1,992"
2011,63,Melbourne (CBD),0,0,0,0,178,0,0,0,8,51,0,0,0,13,347,0,0,33,0,0,828
2011,64,Melbourne (CBD),0,73,0,18,838,0,269,0,25,246,7,0,0,42,0,0,0,269,0,0,"1,851"
2011,65,Melbourne (CBD),0,46,0,0,33,0,0,0,8,318,0,0,0,28,0,0,0,791,0,0,"1,293"
2010,2509,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,66,Melbourne (CBD),0,43,0,0,37,0,66,0,0,623,0,0,0,29,0,0,0,172,0,0,"1,024"
2011,67,Melbourne (CBD),115,27,0,126,47,0,80,0,0,364,16,14,0,21,0,0,0,37,0,0,890
2011,68,Melbourne (CBD),75,0,0,0,51,0,0,0,551,132,0,0,0,0,0,0,0,24,0,0,"2,705"
2011,71,Melbourne (CBD),0,0,0,0,864,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,932
2011,72,Melbourne (CBD),0,0,0,0,714,0,220,0,26,175,0,64,0,0,329,0,0,20,0,0,"1,652"
2011,73,Melbourne (CBD),0,0,0,0,279,0,0,0,0,15,0,0,0,0,"1,006",0,0,0,0,0,"1,353"
2011,74,Melbourne (CBD),0,165,0,0,544,0,410,0,62,131,45,0,6,47,0,69,0,150,0,0,"1,791"
2011,76,Melbourne (CBD),0,0,0,79,"1,458",0,0,0,586,454,183,"2,653",0,47,0,38,0,735,0,0,"6,729"
2011,77,Melbourne (CBD),0,0,0,0,482,0,0,0,53,77,0,"1,320",0,117,0,0,0,7,0,0,"3,113"
2011,78,Melbourne (CBD),0,0,0,0,0,0,0,0,"2,151",150,0,0,0,11,"4,852",30,0,18,0,0,"10,976"
2011,81,Melbourne (CBD),0,0,0,0,0,0,459,0,0,127,0,0,0,0,0,0,0,30,0,0,647
2011,82,Melbourne (CBD),0,254,0,0,"1,587",0,35,0,187,52,0,0,0,0,635,20,0,0,0,0,"3,918"
2011,83,Melbourne (CBD),0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,559
2011,84,Melbourne (CBD),0,29,0,0,196,0,188,0,33,98,0,10,0,83,0,0,0,90,0,0,765
2011,85,Melbourne (CBD),0,19,0,0,231,0,0,0,430,"1,073",71,694,0,189,"1,251",0,0,"1,455",0,0,"6,882"
2011,86,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,517
2011,87,Melbourne (CBD),0,56,0,0,357,0,99,0,0,76,0,0,0,13,0,19,0,0,0,0,650
2011,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2011,91,West Melbourne (Residential),0,0,0,0,158,0,0,0,0,14,0,0,0,0,0,0,0,0,0,27,390
2011,92,West Melbourne (Residential),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,93,Melbourne (CBD),0,0,0,0,236,0,79,0,216,14,0,0,0,88,"1,157",0,0,0,0,0,"2,830"
2011,94,Melbourne (CBD),0,0,0,0,"1,073",0,0,0,0,34,0,0,0,8,0,0,0,102,0,0,"3,574"
2011,95,Melbourne (CBD),0,50,0,13,52,0,433,0,0,161,67,0,0,16,0,16,0,82,0,0,951
2011,96,Melbourne (CBD),0,0,0,77,0,0,"2,720",0,0,31,37,0,0,46,0,0,0,0,0,0,"3,051"
2011,97,Melbourne (CBD),0,0,0,0,27,0,0,0,0,42,0,492,0,26,0,0,0,0,0,0,752
2011,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,101,West Melbourne (Residential),0,0,0,0,56,0,0,0,0,21,0,0,69,0,0,0,0,0,0,0,"2,026"
2011,103,Melbourne (CBD),101,0,0,0,19,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,374
2011,104,Melbourne (CBD),39,0,0,0,0,0,47,0,0,76,0,0,0,24,0,0,0,28,0,0,305
2011,105,Melbourne (CBD),0,0,0,0,0,0,422,0,0,58,0,21,0,0,0,0,0,9,0,0,804
2011,107,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2011,111,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,176
2011,113,Melbourne (CBD),0,54,0,0,0,0,0,0,0,124,0,0,18,7,0,0,0,860,0,0,"1,107"
2011,114,Melbourne (CBD),0,0,0,0,42,0,60,0,0,156,0,0,0,0,0,0,0,104,0,0,457
2011,115,Melbourne (CBD),119,0,0,0,322,0,238,0,0,44,0,0,0,0,0,0,34,83,0,0,"2,609"
2011,116,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2011,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2011,131,Docklands,0,0,0,0,136,0,0,0,0,48,0,0,0,7,"3,436",0,0,0,218,0,"4,175"
2011,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,203,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2011,204,Carlton,0,0,0,0,0,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,152
2011,205,Carlton,0,0,0,0,0,0,0,0,0,25,666,0,0,0,0,0,0,0,0,0,832
2011,206,Carlton,1,0,0,0,21,0,0,0,0,139,0,0,0,16,0,0,0,89,0,0,328
2011,207,Carlton,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,115,0,45,261
2011,208,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,212,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2011,213,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2011,214,Carlton,0,0,0,0,24,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,87
2011,215,Carlton,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,17,0,0,68
2011,216,Carlton,0,0,0,0,0,0,0,0,0,36,0,0,0,37,0,0,0,19,0,0,156
2011,217,Carlton,0,0,0,0,29,0,0,0,0,281,27,0,0,32,0,0,0,290,0,0,764
2011,218,Carlton,0,14,0,0,107,11,7,0,27,185,16,0,12,298,0,0,0,66,0,0,828
2011,219,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2011,220,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2011,221,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,222,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2011,223,Carlton,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,54
2011,224,Carlton,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,11,0,0,103
2011,225,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2011,226,Carlton,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,43
2011,227,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2011,228,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
2011,229,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,230,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2011,231,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,232,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2011,233,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,234,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2011,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
